"Collected","Badge","Card","Booster Only","Badge Section","Effects","Wiki URL","Image URL"
"","Cursed Badge","Conjured Veilprey Familiar","TRUE","Requires Booster Packs","Defense: +2%; Critical Rate: +1%","","https://media.maplestorywiki.net/yetidb/Use_Conjured_Veilprey_Familiar.png"
"","Cursed Badge","Corrupted Wardlock Familiar","TRUE","Requires Booster Packs","Defense: +2%; Critical Rate: +1%","","https://media.maplestorywiki.net/yetidb/Use_Wardlock_Familiar.png"
"","Cursed Badge","Mutated Wardlock Familiar","TRUE","Requires Booster Packs","Defense: +2%; Critical Rate: +1%","","https://media.maplestorywiki.net/yetidb/Use_Wardlock_Familiar.png"
"","Cursed Badge","Wardlock Familiar","TRUE","Requires Booster Packs","Defense: +2%; Critical Rate: +1%","","https://media.maplestorywiki.net/yetidb/Use_Wardlock_Familiar.png"
"","Dragon Badge","Alang Familiar","TRUE","Requires Booster Packs","Max HP: +5; Ignored Enemy Defense: +3%","","https://media.maplestorywiki.net/yetidb/Use_Alang_Familiar.png"
"","Dragon Badge","Bonsun Familiar","TRUE","Requires Booster Packs","Max HP: +5; Ignored Enemy Defense: +3%","","https://media.maplestorywiki.net/yetidb/Use_Bonsun_Familiar.png"
"","Dragon Badge","Wukong Familiar","TRUE","Requires Booster Packs","Max HP: +5; Ignored Enemy Defense: +3%","","https://media.maplestorywiki.net/yetidb/Use_Wukong_Familiar.png"
"","Dragon Badge","Sondal Familiar","TRUE","Requires Booster Packs","Max HP: +5; Ignored Enemy Defense: +3%","","https://media.maplestorywiki.net/yetidb/Use_Sondal_Familiar.png"
"","Dragon Badge","Gold Dragon Familiar","TRUE","Requires Booster Packs","Max HP: +5; Ignored Enemy Defense: +3%","","https://media.maplestorywiki.net/yetidb/Use_Gold_Dragon_Familiar.png"
"","Dragon Badge","Red Tiger Familiar","TRUE","Requires Booster Packs","Max HP: +5; Ignored Enemy Defense: +3%","","https://media.maplestorywiki.net/yetidb/Use_Red_Tiger_Familiar.png"
"","Darkness Badge","Lotus Familiar","TRUE","Requires Booster Packs","Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Lotus_Familiar.png"
"","Darkness Badge","Lotus Familiar","TRUE","Requires Booster Packs","Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Lotus_%282%29_Familiar.png"
